Nombre,Link,Descripcion
The Journey is the Destination,https://pluto.tv/latam/on-demand/movies/62eab90b6df8ae001a00a3df,"En esta película biográfica, Dan Eldon, vivaz activista y fotoperiodista de 22 años, corre al frente de una peligrosa labor de socorro de refugiados somalíes."
The Four 2,https://pluto.tv/latam/on-demand/movies/63179b88d1f9a40013b92f3d,"Cuatro detectives, cada uno con poderes sobrenaturales, dedican sus habilidades únicas y especiales a resolver crímenes y detener a poderosos criminales."
Guerreros de la Tormenta,https://pluto.tv/latam/on-demand/movies/62bf04ec5a39ee0013b35c87,Wind and Cloud se enfrentan a un despiadado señor de la guerra japonés que intenta invadir China.
El Cazador,https://pluto.tv/latam/on-demand/movies/62bf07be5d2a85001329edea,"A principios del siglo XX, un excombatiente bóer llega a Nueva Zelanda, y allí se le ofrece el trabajo de rastrear a un maorí acusado falsamente de asesinar a un oficial británico."
Máxima Condena,https://pluto.tv/latam/on-demand/movies/62bf0d5b3071460013d6c92a,"Se requieren dos ex agentes de operaciones encubiertos para transferir a dos mujeres convictas a una prisión. En su camino, asaltantes desconocidos los atacan."
Salvando al General Yang,https://pluto.tv/latam/on-demand/movies/62bf189f5a39ee0013b3ab1b,"La historia pertenece a una famosa historia tradicional china, ""La Saga Yang"", una historia de sacrificio para defender su tierra."
Cielo Rojo,https://pluto.tv/latam/on-demand/movies/62bf173eb2afff0013ab741d,"Butch Masters, un piloto de caza lidera un escuadrón en la recuperación de un ADM. Masters debe atravesar una amistad fracturada, un triángulo amoroso, y tomar los cielos para reclamar su ejército y el honor personal."
Fatwa,https://pluto.tv/latam/on-demand/movies/62b3353865c30400136c558a,"Maggie , una línea dura contra el terrorismo que se ha convertido en una figura decorativa de la acción antiterrorista, es notificada por el FBI que ha sido seleccionada por una célula durmiente terrorista en el área suburbana de D.C."
Re Kill,https://pluto.tv/latam/on-demand/movies/62bc9a2ae9e8c0001370987a,"Han pasado 5 años desde el brote de Re-Animados que acabó con el 85% de la población mundial. Dentro de unas pocas ciudades, los Re-Animados han sido segregados en ""zonas"" y están vigilados por la División R de la Unidad QUASI S.W.A.T"
Incompatibles,https://pluto.tv/latam/on-demand/movies/62bc98c33071460013d61e9a,Un capitán de la brigada criminal de París (Laurent Lafitte) y un investigador de delitos financieros (Omar Sy) se reúnen con motivo del asesinato de la mujer de un líder de la patronal.
El Contratista,https://pluto.tv/latam/on-demand/movies/62869a609f694b001379ac4d,Un grupo de jóvenes combatientes militares internacionales se une a su duro líder veterano para proteger a un niño.
Sister's Keeper,https://pluto.tv/latam/on-demand/movies/62b3339673db9e001376e8ff,"Cuando una maestra de un pequeño pueblo confunde al asesino a sueldo contratado para matarla con su hermano perdido hace mucho tiempo, se teje una enredada red de secretos familiares, engaños mortales y amor prohibido que podría destruirlos a todos."
Triple amenaza,https://pluto.tv/latam/on-demand/movies/5f7b873ae4b56900138b7a64,La hija de un multimillonario se convierte en el objetivo de un cartel criminal peligroso y eficiente. Con lo que no contaron fue que su protección se convertiría en tres mercenarios despiadados.
El Ocaso de La Luz,https://pluto.tv/latam/on-demand/movies/6141f407bce9e900135a58af,"Un agente de la CIA descubre que está comenzando a perder la vista, y es muy probable que se quede completamente ciego. Mientras lucha con esta ceguera, tiene que enfrentarse a la última misión de su último trabajo."
Ong Bak 2,https://pluto.tv/latam/on-demand/movies/5e552dc15c1e25001a24f2dc,"Ambientado en los tiempos regios del rey Naresuan, Tien (Tony Jaa) es un hombre que nació en la nobleza pero se lo despojó de él después de que sus padres fueron brutalmente asesinados."
Legionarios Corre o Muere,https://pluto.tv/latam/on-demand/movies/6141f40abce9e900135a58e9,"La invasión de Partia fue un fiasco. Dos legiones romanas se han quedado en pie en las montañas nevadas de Armenia, y los hombres mueren lentamente de frío."
Santos y Soldados: La ultima Misión,https://pluto.tv/latam/on-demand/movies/5fda40aeaabcdd001aaf46d0,"En el ocaso de la Segunda Guerra Mundial. En una misión final en las montañas, la tripulación de un tanque estadounidense descubre un pelotón de alemanes, incluidos tres Panzer, que se preparan para emboscar a los camiones de suministros aliados."
Living & Dying,https://pluto.tv/latam/on-demand/movies/602436348d35a80013ee1ab4,"Dos asesinos le dan la vuelta a un trío de ladrones cuando se encuentran en una situación de rehenes. Rodeados por la policía, los ladrones deben convertirse en héroes antes de que los asesinos ejecuten a todos."
Sin límites,https://pluto.tv/latam/on-demand/movies/60feffe1a038550014c1eaa1,"Cuando Jimmy encuentra un paquete misterioso en el baúl de su último golpe, lo empujan a un violento inframundo de criminales, y una carrera contra el reloj para salvar la vida de una niña."
Memorial Day,https://pluto.tv/latam/on-demand/movies/60195b7a74058a001a9d0028,"Kyle Vogel, un muchacho de 13 años, descubre el baúl donde su abuelo Bud atesora objetos de la Segunda Guerra Mundial. Bud nunca ha hablado sobre la guerra, pero de pronto se encuentra haciendo un trato con su nieto."
Beyond the trophy,https://pluto.tv/latam/on-demand/movies/602436468d35a80013ee1df4,"TROPHY cuenta la historia de la obsesión de los hombres por el poder y hasta dónde llegarán para reclamar el ""PREMIO""."
Rambo 4,https://pluto.tv/latam/on-demand/movies/5e552dc35c1e25001a24f31a,"El veterano de Vietnam John Rambo ha sobrevivido a muchas pruebas terribles en su vida y desde entonces se ha retirado a una isla simple y aislada en Tailandia, donde pasa su tiempo capturando serpientes para artistas locales."
Taxi 2- Alta Tensión,https://pluto.tv/latam/on-demand/movies/628251355bbb230014bd5d71,"Un ministro japonés viaja a Marsella para firmar un acuerdo. Aquí, él es secuestrado. El detective Emilien une fuerzas con Daniel, conocido por su conducción eficiente, para salvar el día."
Asher,https://pluto.tv/latam/on-demand/movies/628251505bbb230014bd5fd1,"Asher (Ron Perlman) es un ex agente que trabajó como asesino a sueldo. Cuando se acerca al final de su carrera, conoce a una mujer y rompe un juramento que hizo en su juventud. Para tener al amor de su vida, tendrá que dejar atrás todo su pasado."
The Code,https://pluto.tv/latam/on-demand/movies/5e5fe3fc6bcaef001bb1f23e,"En Nueva York, el experimentado ladrón de arte, Keith Ripley, invita al audaz ladrón de Miami, Gabriel Martin, a unirse a él."
El Guerrero,https://pluto.tv/latam/on-demand/movies/60e4703283c54e001398aa4e,"Ambientada en una tierra devastada por la guerra donde las facciones tribales viven con miedo a la aniquilación, la película cuenta la historia de un guerrero mortal que lidera una destructiva campaña de guerra."
Tappet Out,https://pluto.tv/latam/on-demand/movies/5fca36bb861be7001a6cc74d,"Un adolescente descontento, enviado a hacer servicio comunitario en una escuela de Karate en ruinas, ingresa a un torneo de MMA para enfrentarse al hombre que mató a sus padres."
Peligro en la montaña,https://pluto.tv/latam/on-demand/movies/5f7b879be4b56900138b7fba,"Joe Braven es un humilde leñador que vive en la frontera de los Estados Unidos. Cuando es asaltado por un grupo de traficantes de drogas en la recluida cabaña donde vive, hará todo lo que puede para proteger a su familia."
Agua Profunda,https://pluto.tv/latam/on-demand/movies/5f7b877fe4b56900138b7df9,Black Water es una película de acción que gira en torno a un agente (Jean-Claude Van Damme) que despierta atrapado en una prisión secreta de la CIA a bordo de un submarino.
Fuera de la Senda,https://pluto.tv/latam/on-demand/movies/5fda409caabcdd001aaf44d6,Stanley Winters es un ex militar que eligió vivir en reclusión en algún lugar de las montañas de Francia.
El gran robo,https://pluto.tv/latam/on-demand/movies/627c0a3655812e0013ede314,"Un grupo de ex-criminales 'retirados', junto con su misterioso cerebro de la operación, Basil, deciden lograr una última puntuación. Basado en una historia real."
El transportador 3,https://pluto.tv/latam/on-demand/movies/5e6a42b4e2fa10001becd22d,Frank Martin es un indiscutible especialista en entregas de alto riesgo. En esta ocasión está obligado bajo amenazas a trasladar dos voluminosas bolsas y una joven ucraniana desde Marsella hasta Odessa
Frontera,https://pluto.tv/latam/on-demand/movies/627c0d5855812e0013ede7c1,"Dos familias mexicanas, los Iturralde y los Villareal, ven destrozada su pacífica existencia cuando se niegan a vender sus ranchos a los Mackenzie, una familia irlandesa que no se detendrá ante nada para conseguir lo que quieren."
Gunman,https://pluto.tv/latam/on-demand/movies/60e4703883c54e001398aaba,Jim Terrier es una espía internacional que ha sido traicionado por la organización para la que trabajaba. Debido a ello decide dejar atrás su antigua vida de agente encubierto para casarse con su novia Annie y mudarse a otro estado.
Underworld,https://pluto.tv/latam/on-demand/movies/5dfd2e87be7e53bc0c65d627,"Selene, una guerrera vampiro, está inmersa en un conflicto entre vampiros y hombres lobo, mientras se enamora de Michael, un humano que es buscado por hombres lobo por razones desconocidas."
Crónicas de la tribu fantasma,https://pluto.tv/latam/on-demand/movies/5fda40d6aabcdd001aaf4b07,"Frontera entre China y Mongolia, finales de 1979. Una gran cantidad de fósiles se encuentran en las montañas y el equipo de investigación, formado por reconocidos profesionales, sufre una serie de problemas, entre ellos el ataque de un murciélago."
Blitz,https://pluto.tv/latam/on-demand/movies/5dfd2e74be7e53bc0c65d42d,"Blitz es un asesino en serie de Londres que está matando agentes de la policía. El inspector jefe Roberts y el sargento Brant, un duro, inflexible y políticamente incorrecto detective de la policía, se encargarán de intentar detener al psicópata."
Ninja - Guerrero Silencioso,https://pluto.tv/latam/on-demand/movies/60a529dc06e95200164778ba,Casey es un chico occidental cuya pasión por la filosofía ninja le lleva hasta Japón para estudiar Ninjutsu. Su instrucción avanza favorablemente y su Sensei le pregunta si estaría dispuesto a volver a Nueva York para proteger la legendaria Yoroi Bitsu.
Guerra de Rebeldes 3 Destrucción Total,https://pluto.tv/latam/on-demand/movies/6141f40dbce9e900135a5923,"Ya con Daniel recuperado y reintegrado al equipo, la coalición internacional vence sus opositores y Daniel puede dar muerte en una lucha mano a mano, al líder de los rebeldes máscaras negras."
El Clan de las Dagas,https://pluto.tv/latam/on-demand/movies/6266e4ebbaa39e0013e4a840,"En la dinastía Ming de China, Shen Lian (protagonizada por Chang Chen), un corrupto de la policía secreta del gobierno, es arrestado por conspiración en un misión Para demostrar su inocencia, busca la verdad con una chica llamada Bei Zhai."
Rescate Sangriento,https://pluto.tv/latam/on-demand/movies/60c8abc436537d001332099c,"Un ganster ruso retirado, actualmente escritor de novelas, es tentado a volver a la vida criminal cuando descubre que su hija va a casarse con el hijo de su enemigo."
Fire with Fire,https://pluto.tv/latam/on-demand/movies/5dfd2e82be7e53bc0c65d59d,"Un bombero fuera de servicio es testigo de un asesinato a manos de una banda de mafiosos. Entra en el programa de protección de testigos hasta que testifique, pero no consigue ocultarse por mucho tiempo de la banda, por lo que decide actuar por su cuenta."
El Vendedor Chino,https://pluto.tv/latam/on-demand/movies/5f7b8798e4b56900138b7f7c,"Yan Jian, un joven ingeniero chino se ofrece para ir al norte de África y ayudar a la compañía para la que trabaja a ganar una competencia. El espía francés Michael también intenta ganarla para controlar los grandes recursos minerales de África."
Badges of Fury,https://pluto.tv/latam/on-demand/movies/5eaaeb0d718be7001af50ba4,"Una ola de asesinatos sacude Hong Kong. El joven detective Wang Bu Er está seguro que son obra de un asesino en serie y, junto a su compañero Huang Fei Hong, maestro de kung-fu emprenderán una trepidante aventura para investigar el caso."
Guerra de rebeldes 2 La Cacería,https://pluto.tv/latam/on-demand/movies/6141f42fbce9e900135a5bd3,La coalición internacional lucha por recuperar a Daniel mientras que los máscaras negras se apoderan por la fuerza de más adeptos para su grupo y elaboran grandes cantidades de gas sarín para culminar con su lucha.
El Guardaespaldas,https://pluto.tv/latam/on-demand/movies/60c8abe036537d0013320c0e,"Un policía de Los Ángeles vuela a Nuevo Mexico para trabajar como guardaespaldas de la hija de un poderoso hombre de negocios. Cuando unos gángsters la raptan, él los busca para rescatarla y protegerla."
Street Fighter: La Leyenda de Chun Li,https://pluto.tv/latam/on-demand/movies/608ab54834651500131a6820,"Siendo sólo una niña, Chun-Li ve cómo su padre es secuestrado. Diez años después, recibe la visita de Gen, un antiguo delincuente reconvertido en defensor de los más débiles. Éste le revelará que su padre está en manos de Bison, un peligroso criminal."
El expreso del miedo,https://pluto.tv/latam/on-demand/movies/5e6a42ace2fa10001becd16f,"Un experimento para solucionar el calentamiento global acabó matando a la mayoría de la vida existente en el planeta, los únicos sobrevivientes fueron los pasajeros del Snowpiercer."
